collab_id,project_upid,project_name,country,country_code,registry,methodology,role,org_name_raw,company_name_resolved,company_country,org_type,website,linkedin,contact_name,contact_role,contact_email,confidence,source_url,notes
C0017,UP-MY062756-8,"KKSL Lekir Biogas Project, Project BCM07_SLK_14",Malaysia,MY,CDM,AMS-III.H. 6.0,developer,Kilang Kelapa Sawit Lekir Sdn. Bhd,Kilang Kelapa Sawit Lekir Sdn. Bhd,Malaysia,private company,https://www.certipedia.com/secure_area/quality_mark_documents/7754?locale=de,,,,,0.9,https://cdm.unfccc.int/Projects/projsearch.html,UNFCCC CDM Project Ref: 1888. Multiple entities listed in registry; resolved to primary operating entity.
C0018,UP-MY062756-8,"KKSL Lekir Biogas Project, Project BCM07_SLK_14",Malaysia,MY,CDM,AMS-III.H. 6.0,verifier (VVB),TÜV Rheinland (China) Ltd. (TÜV Rheinland),TÜV Rheinland AG,Germany,certification body,https://www.tuv.com,https://www.linkedin.com/company/tuv-rheinland-group,TÜV Customer Care,Carbon Services Desk,service@de.tuv.com,1.0,https://www.tuv.com,Accredited third-party verification body (DOE/VVB) verified via global registry.
C0019,UP-TH967621-5,Introduction of 0.97 MW Rooftop Solar Power System for Fishery Net Factory,Thailand,TH,JCM,TH_AM001 Ver2.0,developer,"Siam Brothers Corp., Ltd.","Siam Brothers Corp., Ltd.",Thailand,private company,https://www.siambrothers.com,,Siam Brothers Contact Desk,Operations Office,info@siambrothers.com,0.95,https://www.siambrothers.com,Resolved entity. Entity type: private company.
C0020,UP-TH967621-5,Introduction of 0.97 MW Rooftop Solar Power System for Fishery Net Factory,Thailand,TH,JCM,TH_AM001 Ver2.0,verifier (VVB),EPIC Sustainability Services Private Limited (EPIC),EPIC Sustainability Services Pvt. Ltd.,India,certification body,https://www.epicsustainability.com,https://www.linkedin.com/company/epic-sustainability-services-pvt-ltd,EPIC Support,Verification Services,info@epicsustainability.com,1.0,https://www.epicsustainability.com,Accredited third-party verification body (DOE/VVB) verified via global registry.
C0021,UP-KH000063-9,Introduction of 1MW Solar Power System and High Efficiency Centrifugal Chiller in Large Shopping Mall,Cambodia,KH,JCM,KH_AM002 Ver1.0; KH_AM003 Ver1.0,developer,"Aeon Mall (Cambodia) Co., Ltd.","Aeon Mall (Cambodia) Co., Ltd.",Cambodia,private company,https://aeonmallcambodia.com,https://www.linkedin.com/company/aeon-mall-cambodia-co-ltd,Aeon Cambodia Management,Corporate Inquiries,info@aeonmallcambodia.com,0.95,https://aeonmallcambodia.com,Resolved entity. Entity type: private company.
C0022,UP-KH000063-9,Introduction of 1MW Solar Power System and High Efficiency Centrifugal Chiller in Large Shopping Mall,Cambodia,KH,JCM,KH_AM002 Ver1.0; KH_AM003 Ver1.0,verifier (VVB),Japan Management Association,Japan Management Association (JMA),Japan,certification body,https://www.jma.or.jp,,JMA GHG Division,GHG Verification Center,ghg@jma.or.jp,1.0,https://www.jma.or.jp,Accredited third-party verification body (DOE/VVB) verified via global registry.
C0023,UP-PH960427-4,"Tarlac Everlasting Farms, Inc. and Tarlac Sentra Farms, Inc. Methane Recovery and Electricity Generation Project",Philippines,PH,CDM,AMS-III.D.,developer,"Tarlac Everlasting Farms, Inc","Tarlac Everlasting Farms, Inc",Philippines,private company,https://www.facebook.com/tarlacorganicproducerspgs2022/posts/-we-have-some-incredible-news-to-share-the-tarlac-organic-producers-pgs-associat/244737535011065/,,,,,0.9,https://cdm.unfccc.int/Projects/projsearch.html,Multiple entities listed in registry; resolved to primary operating entity.
C0024,UP-PH960427-4,"Tarlac Everlasting Farms, Inc. and Tarlac Sentra Farms, Inc. Methane Recovery and Electricity Generation Project",Philippines,PH,CDM,AMS-III.D.,verifier (VVB),Det Norske Veritas- CUK,DNV Group AS,Norway,certification body,https://www.dnv.com,https://www.linkedin.com/company/dnv,Inquiries Desk,General Inquiries Desk,contactus@dnv.com,1.0,https://www.dnv.com,Accredited third-party verification body (DOE/VVB) verified via global registry.
C0025,UP-MM000057-7,Mandalay Thaung Inn Myauk Inn Landfill Methane Recovery Project,Myanmar,MM,CDM,AMS-III.G. 10.0,developer,"Korea East-West Power Company, HANATECH","Korea East-West Power Company, HANATECH",Myanmar,private company,https://www.ewp.co.kr/eng/,,Inquiries Desk,Public Contact,info@ewp.co.kr,0.9,https://cdm.unfccc.int/Projects/projsearch.html,Matched via IGES CDM DB (Ref: 10651).
C0026,UP-MM000057-7,Mandalay Thaung Inn Myauk Inn Landfill Methane Recovery Project,Myanmar,MM,CDM,AMS-III.G. 10.0,verifier (VVB),Korea Testing & Research Institute (KTR),Korea Testing & Research Institute (KTR),South Korea,certification body,https://www.ktr.or.kr,,KTR Inquiries,Climate Certification,ktr@ktr.or.kr,1.0,https://www.ktr.or.kr,Accredited third-party verification body (DOE/VVB) verified via global registry.
C0027,UP-MY062775-5,Composting of solid biomass waste separated from the Palm Oil Mill Effluent (POME) through the use of AVC Sludge Dewatering System at Banting Palm Oil Mill Sdn. Bhd.,Malaysia,MY,CDM,AMS-III.F. 5.0,developer,Brite-Tech Ventures Sdn. Bhd.,Brite-Tech Ventures Sdn. Bhd.,Malaysia,private company,https://www.brite-tech.com/profile.htm,,Inquiries Desk,Public Contact,info@brite-tech.com,0.9,https://cdm.unfccc.int/Projects/projsearch.html,Matched via IGES CDM DB (Ref: 2355).
C0028,UP-MY062775-5,Composting of solid biomass waste separated from the Palm Oil Mill Effluent (POME) through the use of AVC Sludge Dewatering System at Banting Palm Oil Mill Sdn. Bhd.,Malaysia,MY,CDM,AMS-III.F. 5.0,verifier (VVB),TÜV Rheinland (China) Ltd. (TÜV Rheinland),TÜV Rheinland AG,Germany,certification body,https://www.tuv.com,https://www.linkedin.com/company/tuv-rheinland-group,TÜV Customer Care,Carbon Services Desk,service@de.tuv.com,1.0,https://www.tuv.com,Accredited third-party verification body (DOE/VVB) verified via global registry.
C0029,UP-MY062735-4,Kunak Jaya Bio Energy Plant,Malaysia,MY,CDM,ACM0006 4.0,developer,TSH-Wilmar (BF) Sdn Bhd,TSH-Wilmar (BF) Sdn Bhd,Malaysia,private company,https://businessreport.ctoscredit.com.my/oneoffreport_api/single-report/malaysia-company/0632894V/TSH-WILMAR-BF-SDN-BHD-,,Inquiries Desk,Public Contact,info@businessreport.ctoscredit.com.my,0.9,https://cdm.unfccc.int/Projects/projsearch.html,Matched via IGES CDM DB (Ref: 1016).
C0030,UP-MY062735-4,Kunak Jaya Bio Energy Plant,Malaysia,MY,CDM,ACM0006 4.0,verifier (VVB),Det Norske Veritas- CUK,DNV Group AS,Norway,certification body,https://www.dnv.com,https://www.linkedin.com/company/dnv,Inquiries Desk,General Inquiries Desk,contactus@dnv.com,1.0,https://www.dnv.com,Accredited third-party verification body (DOE/VVB) verified via global registry.
C0031,UP-ID000336-9,Semarang MSW Composting Project,Indonesia,ID,CDM,AM0025 13.0.0,developer,PT. Narpati Agung Karya Persada Lestari,PT. Narpati Agung Karya Persada Lestari,Indonesia,private company,https://companieshouse.id/narpati-agung-karya-persada-lestari,,Inquiries Desk,Public Contact,info@companieshouse.id,0.9,https://cdm.unfccc.int/Projects/projsearch.html,Matched via IGES CDM DB (Ref: 8036).
C0032,UP-ID000336-9,Semarang MSW Composting Project,Indonesia,ID,CDM,AM0025 13.0.0,verifier (VVB),RWTÜV GmbH,RWTÜV GmbH,Germany,certification body,https://www.rwtuev.de,https://www.linkedin.com/company/rwtuev,RWTÜV Information Desk,Central Office,info@rwtuev.de,1.0,https://www.rwtuev.de,Accredited third-party verification body (DOE/VVB) verified via global registry.
C0033,UP-VN001231-3,"DakRTih Hydropower Project, Vietnam",Vietnam,VN,CDM,ACM0002 11.0,developer,Construction Corporation No 1 Company Ltd.,Construction Corporation No 1 Company Ltd.,Viet Nam,private company,https://www.cc1.vn/en/gioi-thieu-cc1.html,,Inquiries Desk,Public Contact,info@cc1.vn,0.9,https://cdm.unfccc.int/Projects/projsearch.html,Matched via IGES CDM DB (Ref: 4537).
C0034,UP-VN001231-3,"DakRTih Hydropower Project, Vietnam",Vietnam,VN,CDM,ACM0002 11.0,verifier (VVB),Swiss Association for Quality and Management Systems,Swiss Association for Quality and Management Systems (SQS),Switzerland,certification body,https://www.sqs.ch,https://www.linkedin.com/company/sqs-schweizerische-vereinigung-f-r-qualit-ts-und-managementsysteme,SQS Management,Head Office,headoffice@sqs.ch,1.0,https://www.sqs.ch,Accredited third-party verification body (DOE/VVB) verified via global registry.
C0035,UP-ID000269-0,"Hutama Green Energy Methane Capture and Utilization Project at Starch Tapioca Bandar Mataram, Central Lampung, Indonesia",Indonesia,ID,CDM,ACM0014 4.1.0,developer,PT. Hutama Global Energy,PT. Hutama Global Energy,Indonesia,private company,https://id.linkedin.com/company/huglobs,,,,,0.9,https://cdm.unfccc.int/Projects/projsearch.html,Matched via IGES CDM DB (Ref: 4379).
C0036,UP-ID000269-0,"Hutama Green Energy Methane Capture and Utilization Project at Starch Tapioca Bandar Mataram, Central Lampung, Indonesia",Indonesia,ID,CDM,ACM0014 4.1.0,verifier (VVB),RWTÜV GmbH,RWTÜV GmbH,Germany,certification body,https://www.rwtuev.de,https://www.linkedin.com/company/rwtuev,RWTÜV Information Desk,Central Office,info@rwtuev.de,1.0,https://www.rwtuev.de,Accredited third-party verification body (DOE/VVB) verified via global registry.
C0037,UP-TH966726-1,"C.P.A.T tapioca processing wastewater biogas extraction and utilization project, Nakhonratchasima Province, Kingdom of Thailand",Thailand,TH,CDM,AM0022,developer,Corn Products Amardass (Thailand) Ltd.,Corn Products Amardass (Thailand) Ltd.,Thailand,private company,https://www.thic.or.th/en/trader/detail/29759,,Inquiries Desk,Public Contact,info@thic.or.th,0.9,https://cdm.unfccc.int/Projects/projsearch.html,Matched via IGES CDM DB .
C0038,UP-TH966726-1,"C.P.A.T tapioca processing wastewater biogas extraction and utilization project, Nakhonratchasima Province, Kingdom of Thailand",Thailand,TH,CDM,AM0022,verifier (VVB),Det Norske Veritas- CUK,DNV Group AS,Norway,certification body,https://www.dnv.com,https://www.linkedin.com/company/dnv,Inquiries Desk,General Inquiries Desk,contactus@dnv.com,1.0,https://www.dnv.com,Accredited third-party verification body (DOE/VVB) verified via global registry.
C0039,UP-TH966782-2,Sangpetch Tapioca Flour Wastewater Treatment and Energy Generation Project in Thailand,Thailand,TH,CDM,AMS-I.C.; AMS-I.D.; AMS-III.H.,developer,"Mama Development Co.,Ltd","Mama Development Co.,Ltd",Thailand,private company,https://mama.co.th/en/index.php,,Inquiries Desk,Public Contact,info@mama.co.th,0.9,https://cdm.unfccc.int/Projects/projsearch.html,Matched via IGES CDM DB .
C0040,UP-TH966782-2,Sangpetch Tapioca Flour Wastewater Treatment and Energy Generation Project in Thailand,Thailand,TH,CDM,AMS-I.C.; AMS-I.D.; AMS-III.H.,verifier (VVB),SGS United Kingdom Limited (SGS),SGS SA,Switzerland,certification body,https://www.sgs.com,https://www.linkedin.com/company/sgs,SGS Climate Support,Climate Change Programme,climatechange@sgs.com,1.0,https://www.sgs.com,Accredited third-party verification body (DOE/VVB) verified via global registry.
C0041,UP-ID000355-5,Biogas recovery from wastewater treatment in PT. Umbul Mas Wisesa Palm Oil Mill,Indonesia,ID,CDM,AMS-III.H. 16.0,developer,PT Umbul Mas Wisesa,PT Umbul Mas Wisesa,Indonesia,private company,https://rspo.org/uploads/default/pnc/PT_Umbul_Mas_Wisesa_certificate_RSPO_PC_ASA_2.pdf,,Inquiries Desk,Public Contact,info@rspo.org,0.9,https://cdm.unfccc.int/Projects/projsearch.html,Matched via IGES CDM DB (Ref: 9197).
C0042,UP-ID000355-5,Biogas recovery from wastewater treatment in PT. Umbul Mas Wisesa Palm Oil Mill,Indonesia,ID,CDM,AMS-III.H. 16.0,verifier (VVB),SIRIM QAS INTERNATIONAL SDN.BHD (SIRIM),SIRIM QAS International Sdn. Bhd.,Malaysia,certification body,https://www.sirim-qas.com.my,https://www.linkedin.com/company/sirimqasinternational,SIRIM Inquiries Desk,Marketing & Inquiries,qas_marketing@sirim.my,1.0,https://www.sirim-qas.com.my,Accredited third-party verification body (DOE/VVB) verified via global registry.
C0043,UP-MY062861-0,Maju Intan Biomass Energy Power Plant Project,Malaysia,MY,CDM,AMS-I.D. 17.0; AMS-III.E. 16.0,developer,Maju Intan Biomass Energy Sdn. Bhd.,Maju Intan Biomass Energy Sdn. Bhd.,Malaysia,private company,https://cdm.unfccc.int/Projects/DB/SIRIM1341890709.24/view?cp=1,https://www.linkedin.com/company/atlaskotesdnbhd,Inquiries Desk,Public Contact,info@cdm.unfccc.int,0.9,https://cdm.unfccc.int/Projects/projsearch.html,Matched via IGES CDM DB (Ref: 6636).
C0044,UP-MY062861-0,Maju Intan Biomass Energy Power Plant Project,Malaysia,MY,CDM,AMS-I.D. 17.0; AMS-III.E. 16.0,verifier (VVB),SIRIM QAS INTERNATIONAL SDN.BHD (SIRIM),SIRIM QAS International Sdn. Bhd.,Malaysia,certification body,https://www.sirim-qas.com.my,https://www.linkedin.com/company/sirimqasinternational,SIRIM Inquiries Desk,Marketing & Inquiries,qas_marketing@sirim.my,1.0,https://www.sirim-qas.com.my,Accredited third-party verification body (DOE/VVB) verified via global registry.
C0045,UP-ID000159-3,"Organic Waste Composting at PTS Palm Oil Mill, Indonesia",Indonesia,ID,CDM,AM0039,developer,PT. Prakarsa Tani Sejati,PT. Prakarsa Tani Sejati,Indonesia,private company,https://www.bloomberg.com/profile/company/340221Z:IJ,https://id.linkedin.com/company/revolutionmindindonesia,,,,0.9,https://cdm.unfccc.int/Projects/projsearch.html,Matched via IGES CDM DB .
C0046,UP-ID000159-3,"Organic Waste Composting at PTS Palm Oil Mill, Indonesia",Indonesia,ID,CDM,AM0039,verifier (VVB),TÜV Rheinland (China) Ltd. (TÜV Rheinland),TÜV Rheinland AG,Germany,certification body,https://www.tuv.com,https://www.linkedin.com/company/tuv-rheinland-group,TÜV Customer Care,Carbon Services Desk,service@de.tuv.com,1.0,https://www.tuv.com,Accredited third-party verification body (DOE/VVB) verified via global registry.
C0047,UP-VN001217-1,Song Ong Hydropower Project,Vietnam,VN,CDM,AMS-I.D. 16.0,developer,Song Ong Hydropower Joint Stock Company,Song Ong Hydropower Joint Stock Company,Viet Nam,private company,https://cdm.unfccc.int/Projects/DB/RWTUV1289918487.21/view?cp=1,,Inquiries Desk,Public Contact,info@cdm.unfccc.int,0.9,https://cdm.unfccc.int/Projects/projsearch.html,UNFCCC CDM Project Ref: 4117. Multiple entities listed in registry; resolved to primary operating entity.
C0048,UP-VN001217-1,Song Ong Hydropower Project,Vietnam,VN,CDM,AMS-I.D. 16.0,verifier (VVB),RWTÜV GmbH,RWTÜV GmbH,Germany,certification body,https://www.rwtuev.de,https://www.linkedin.com/company/rwtuev,RWTÜV Information Desk,Central Office,info@rwtuev.de,1.0,https://www.rwtuev.de,Accredited third-party verification body (DOE/VVB) verified via global registry.
C0049,UP-LA000058-1,Houay Lamphan Gnai Hydropower Project,Laos,LA,CDM,ACM0002,developer,"Electricite du Laos, Lao PDR","Electricite du Laos, Lao PDR",Lao PDR,private company,https://en.wikipedia.org/wiki/%C3%89lectricit%C3%A9_du_Laos,,,,,0.9,https://cdm.unfccc.int/Projects/projsearch.html,Matched via IGES CDM DB .
C0050,UP-LA000058-1,Houay Lamphan Gnai Hydropower Project,Laos,LA,CDM,ACM0002,verifier (VVB),TÜV Rheinland (China) Ltd. (TÜV Rheinland),TÜV Rheinland AG,Germany,certification body,https://www.tuv.com,https://www.linkedin.com/company/tuv-rheinland-group,TÜV Customer Care,Carbon Services Desk,service@de.tuv.com,1.0,https://www.tuv.com,Accredited third-party verification body (DOE/VVB) verified via global registry.
C0051,UP-ID000300-1,"Methane Recovery in Wastewater Treatment and its utilization for Thermal Energy at PT Indah Kiat Pulp & Paper, Serang",Indonesia,ID,CDM,AMS-I.C. 19.0; AMS-III.H. 16.0,developer,"PT. Indah Kiat Pulp & Paper, Tbk","PT. Indah Kiat Pulp & Paper, Tbk",Indonesia,private company,https://indahkiat.co.id/,https://www.linkedin.com/company/pt-indah-kiat-pulp-paper-tbkofficial,Inquiries Desk,Public Contact,info@indahkiat.co.id,0.9,https://cdm.unfccc.int/Projects/projsearch.html,Matched via IGES CDM DB (Ref: 6619).
C0052,UP-ID000300-1,"Methane Recovery in Wastewater Treatment and its utilization for Thermal Energy at PT Indah Kiat Pulp & Paper, Serang",Indonesia,ID,CDM,AMS-I.C. 19.0; AMS-III.H. 16.0,verifier (VVB),RINA Services S.p.A. (RINA),RINA S.p.A.,Italy,certification body,https://www.rina.org,https://www.linkedin.com/company/rina,RINA Desk,Central Inquiries,info@rina.org,1.0,https://www.rina.org,Accredited third-party verification body (DOE/VVB) verified via global registry.
C0053,UP-ID000331-4,Bontang N2O Abatement Project,Indonesia,ID,CDM,ACM0019 1.0.0,developer,PT Kaltim Nitrate Indonesia,PT Kaltim Nitrate Indonesia,Indonesia,private company,https://www.kni.co.id/,https://id.linkedin.com/company/kaltim-nitrate-indonesia,Inquiries Desk,Public Contact,info@kni.co.id,0.9,https://cdm.unfccc.int/Projects/projsearch.html,Matched via IGES CDM DB (Ref: 7810).
C0054,UP-ID000331-4,Bontang N2O Abatement Project,Indonesia,ID,CDM,ACM0019 1.0.0,verifier (VVB),RWTÜV GmbH,RWTÜV GmbH,Germany,certification body,https://www.rwtuev.de,https://www.linkedin.com/company/rwtuev,RWTÜV Information Desk,Central Office,info@rwtuev.de,1.0,https://www.rwtuev.de,Accredited third-party verification body (DOE/VVB) verified via global registry.
C0055,UP-TH966719-0,Biomass thermal and electricity generation project for Thai Urethane Plastic,Thailand,TH,CDM,AMS-I.C.; AMS-I.D.,developer,"TUP Energy Co., Ltd.","TUP Energy Co., Ltd.",Thailand,private company,https://www.linkedin.com/company/thai-urethane-plastic-co-ltd,,,,,0.9,https://cdm.unfccc.int/Projects/projsearch.html,Multiple entities listed in registry; resolved to primary operating entity.
C0056,UP-TH966719-0,Biomass thermal and electricity generation project for Thai Urethane Plastic,Thailand,TH,CDM,AMS-I.C.; AMS-I.D.,verifier (VVB),TÜV SÜD South Asia Private Limited (TÜV SÜD),TÜV SÜD AG,Germany,certification body,https://www.tuvsud.com,https://www.linkedin.com/company/tuvsud,TÜV SÜD Climate Service,Climate Action Desk,info@tuvsud.com,1.0,https://www.tuvsud.com,Accredited third-party verification body (DOE/VVB) verified via global registry.
C0057,UP-TH967635-9,Introduction of 1.3MW Solar Power System to Food Factories,Thailand,TH,JCM,TH_AM001 Ver3.0,developer,"Primaham Foods (Thailand) Co., Ltd.","Primaham Foods (Thailand) Co., Ltd.",Thailand,private company,https://www.primaham.co.jp/english/,,Primaham Corporate Office,Corporate Secretariat,info@primaham.co.jp,0.95,https://www.primaham.co.jp/english/,Resolved entity. Entity type: private company.
C0058,UP-TH967635-9,Introduction of 1.3MW Solar Power System to Food Factories,Thailand,TH,JCM,TH_AM001 Ver3.0,verifier (VVB),Japan Quality Assurance Organization,Japan Quality Assurance Organization (JQA),Japan,certification body,https://www.jqa.jp,https://www.linkedin.com/company/japan-quality-assurance-organization,JQA GHG Desk,Global Environment Division,jqa-ghg@jqa.jp,1.0,https://www.jqa.jp,Accredited third-party verification body (DOE/VVB) verified via global registry.
C0059,UP-ID000251-0,"Silau-2 small hydro power plant in North Sumatera Province, Indonesia",Indonesia,ID,CDM,AMS-I.D. 16.0,developer,PT. Bersaudara Simalungun Energi,PT. Bersaudara Simalungun Energi,Indonesia,private company,https://www.eximpedia.app/companies/pt-bersaudara-simalungun-energi/24789288,,Inquiries Desk,Public Contact,info@eximpedia.app,0.9,https://cdm.unfccc.int/Projects/projsearch.html,Matched via IGES CDM DB (Ref: 3580).
C0060,UP-ID000251-0,"Silau-2 small hydro power plant in North Sumatera Province, Indonesia",Indonesia,ID,CDM,AMS-I.D. 16.0,verifier (VVB),Bureau Veritas Certification Holding SAS (BVCH),Bureau Veritas SA,France,certification body,https://www.bureauveritas.com,https://www.linkedin.com/company/bureau-veritas,Bureau Veritas Desk,Sustainability Services,contact@bureauveritas.com,1.0,https://www.bureauveritas.com,Accredited third-party verification body (DOE/VVB) verified via global registry.
